"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
1.3003356784376e-16,-0.825949203021392,0.071,0.103,3.68216054063174e-12,"MAP3K20"
1.32681686060801e-16,-0.746894071902564,0.073,0.106,3.7571473041837e-12,"STK39"
1.38110003825166e-16,-0.606079410048894,0.28,0.325,3.91086097831722e-12,"PLCL1"
2.19531082868178e-16,-0.601054326267044,0.103,0.141,6.2164616735782e-12,"PLAT"
2.22044604925031e-16,0.250307352670284,0.422,0.357,6.28763707766211e-12,"CHMP2A"
2.22044604925031e-16,0.270355871298857,0.465,0.404,6.28763707766211e-12,"SARAF"
2.22044604925031e-16,0.338228236254399,0.304,0.245,6.28763707766211e-12,"KIF12"
2.22044604925031e-16,0.26887800801915,0.375,0.317,6.28763707766211e-12,"DNPH1"
2.22044604925031e-16,0.271297084905509,0.379,0.321,6.28763707766211e-12,"CD151"
2.22044604925031e-16,0.290875394502969,0.32,0.262,6.28763707766211e-12,"PSMC5"
2.22044604925031e-16,0.309637983039975,0.272,0.218,6.28763707766211e-12,"TMEM238"
2.22044604925031e-16,0.370703629100255,0.254,0.2,6.28763707766211e-12,"MRPS12"
2.22044604925031e-16,0.369874090294536,0.242,0.19,6.28763707766211e-12,"PMVK"
2.22044604925031e-16,0.359027119101677,0.203,0.153,6.28763707766211e-12,"CCDC107"
2.22044604925031e-16,0.383265209536162,0.211,0.161,6.28763707766211e-12,"PUF60"
